songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
53    0.56    0.59    0.84    0.92    0.88    0.95    0.09    0.05    1.00    0.68    0.82    0.58
54    0.55    0.55    0.58    0.63    0.53    0.78    0.42    0.55    0.34    0.59    0.56    0.62
55    0.78    0.81    0.76    0.90    0.85    0.97    0.69    0.77    0.62    0.75    0.82    0.69
56    0.74    0.81    0.71    0.88    0.84    0.93    0.47    0.67    0.37    0.87    0.92    0.83
57    0.68    0.77    0.63    0.85    0.80    0.91    0.41    0.58    0.32    0.77    0.93    0.66
58    0.66    0.73    0.63    0.85    0.80    0.90    0.41    0.57    0.32    0.73    0.81    0.66
59    0.61    0.76    0.56    0.81    0.76    0.87    0.33    0.70    0.22    0.68    0.82    0.58
60    0.74    0.78    0.72    0.82    0.75    0.91    0.54    0.65    0.46    0.85    0.95    0.77
61    0.73    0.85    0.65    0.75    0.94    0.62    0.66    0.71    0.62    0.80    0.91    0.71
62    0.72    0.80    0.68    0.83    0.78    0.89    0.59    0.78    0.47    0.74    0.85    0.66
63    0.56    0.66    0.51    0.87    0.86    0.89    0.20    0.42    0.13    0.61    0.72    0.53
64    0.61    0.51    0.75    0.69    0.58    0.86    0.56    0.49    0.66    0.58    0.48    0.74
average    0.62    0.63    0.70    0.71    0.62    0.86    0.50    0.59    0.52    0.66    0.67    0.70
