songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
23    0.65    0.49    0.95    0.71    0.55    0.99    0.61    0.45    0.91    0.63    0.48    0.94
24    0.63    0.54    0.77    0.69    0.58    0.84    0.45    0.42    0.48    0.76    0.62    0.98
25    0.59    0.57    0.79    0.58    0.44    0.84    0.74    0.96    0.60    0.44    0.29    0.93
26    0.67    0.55    0.89    0.57    0.43    0.87    0.60    0.45    0.91    0.83    0.78    0.89
27    0.63    0.52    0.87    0.60    0.43    0.99    0.39    0.28    0.65    0.90    0.85    0.96
28    0.69    0.72    0.75    0.90    0.85    0.96    0.44    0.72    0.31    0.73    0.58    0.97
29    0.62    0.58    0.72    0.73    0.62    0.88    0.52    0.65    0.43    0.61    0.47    0.85
30    0.58    0.54    0.65    0.77    0.69    0.87    0.23    0.17    0.37    0.73    0.75    0.71
31    0.50    0.41    0.63    0.76    0.64    0.95    0.00    0.00    0.00    0.73    0.60    0.95
32    0.76    0.73    0.82    0.89    0.82    0.97    0.57    0.64    0.52    0.83    0.72    0.96
33    0.76    0.66    0.91    0.71    0.56    0.97    0.68    0.60    0.79    0.89    0.83    0.96
34    0.49    0.42    0.66    0.57    0.40    1.00    0.00    0.00    0.00    0.92    0.86    0.99
35    0.72    0.61    0.92    0.74    0.61    0.95    0.49    0.35    0.83    0.92    0.87    0.98
36    0.63    0.52    0.81    0.54    0.42    0.79    0.52    0.41    0.71    0.82    0.73    0.93
37    0.64    0.48    0.96    0.75    0.61    0.97    0.60    0.44    0.96    0.57    0.41    0.94
38    0.67    0.58    0.82    0.61    0.50    0.80    0.52    0.41    0.71    0.89    0.82    0.96
39    0.68    0.53    0.98    0.63    0.47    0.96    0.62    0.46    0.98    0.79    0.66    1.00
40    0.58    0.44    0.87    0.60    0.44    0.96    0.61    0.51    0.74    0.53    0.37    0.90
41    0.68    0.54    0.97    0.68    0.54    0.94    0.53    0.37    1.00    0.82    0.71    0.97
42    0.60    0.49    0.88    0.68    0.57    0.83    0.33    0.21    0.88    0.78    0.68    0.93
43    0.58    0.47    0.80    0.59    0.44    0.90    0.35    0.27    0.53    0.80    0.69    0.95
44    0.47    0.36    0.74    0.62    0.52    0.78    0.41    0.34    0.53    0.38    0.24    0.92
45    0.68    0.57    0.84    0.71    0.58    0.92    0.47    0.38    0.63    0.85    0.76    0.96
46    0.56    0.47    0.70    0.67    0.61    0.74    0.40    0.36    0.46    0.60    0.44    0.90
47    0.51    0.49    0.65    0.67    0.61    0.75    0.36    0.54    0.27    0.49    0.33    0.94
48    0.67    0.58    0.80    0.75    0.63    0.93    0.48    0.45    0.51    0.79    0.67    0.95
49    0.55    0.44    0.79    0.64    0.49    0.89    0.32    0.21    0.69    0.70    0.62    0.79
50    0.75    0.71    0.82    0.81    0.68    0.99    0.60    0.71    0.52    0.84    0.75    0.96
51    0.62    0.59    0.69    0.75    0.73    0.77    0.43    0.48    0.38    0.69    0.55    0.90
52    0.58    0.49    0.81    0.73    0.59    0.96    0.11    0.06    0.50    0.88    0.81    0.97
53    0.62    0.60    0.94    0.91    0.89    0.93    0.07    0.04    1.00    0.89    0.87    0.91
54    0.60    0.53    0.72    0.69    0.62    0.78    0.49    0.48    0.51    0.62    0.49    0.87
55    0.67    0.56    0.84    0.68    0.55    0.90    0.54    0.44    0.70    0.79    0.68    0.93
56    0.68    0.63    0.74    0.74    0.65    0.85    0.44    0.40    0.48    0.86    0.83    0.89
57    0.69    0.63    0.78    0.75    0.64    0.91    0.47    0.44    0.52    0.85    0.80    0.91
58    0.69    0.61    0.81    0.73    0.60    0.94    0.48    0.43    0.55    0.86    0.80    0.94
59    0.67    0.62    0.73    0.76    0.67    0.88    0.43    0.44    0.42    0.82    0.77    0.89
60    0.70    0.62    0.82    0.70    0.60    0.84    0.50    0.40    0.66    0.89    0.85    0.94
61    0.76    0.69    0.86    0.76    0.64    0.93    0.62    0.54    0.73    0.91    0.89    0.93
62    0.70    0.64    0.78    0.78    0.69    0.90    0.43    0.38    0.51    0.89    0.85    0.93
63    0.53    0.45    0.66    0.75    0.65    0.87    0.26    0.24    0.28    0.58    0.45    0.82
64    0.53    0.43    0.73    0.63    0.58    0.70    0.38    0.27    0.65    0.58    0.45    0.84
average    0.61    0.54    0.78    0.64    0.56    0.78    0.48    0.44    0.63    0.72    0.62    0.92
